,team,name,position,cap_hit,base_salary,signing_bonus,roster_bonus,option_bonus,workout_bonus,restructure_bonus,incentive_bonus
2223,new-york-jets,Adam Pankey,T,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
2224,new-york-jets,Tanzel Smart,DT,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
2225,new-york-jets,Hamsah Nasirildeen,S,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2226,new-york-jets,Malik Taylor,WR,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2227,new-york-jets,Carter Warren,T,"$936,080 ","$750,000 ","$186,080 ",0-,0-,0-,0-,0-
2228,new-york-jets,Tony Adams,S,"$873,333 ","$870,000 ","$3,333 ",0-,0-,0-,0-,0-
2229,new-york-jets,Damarea Crockett,RB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2230,new-york-jets,Zonovan Knight,RB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2231,new-york-jets,Chazz Surratt,LB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2232,new-york-jets,Israel Abanikanda,RB,"$834,944 ","$750,000 ","$84,944 ",0-,0-,0-,0-,0-
2233,new-york-jets,Zaire Barnes,LB,"$799,055 ","$750,000 ","$49,055 ",0-,0-,0-,0-,0-
2234,new-york-jets,Jarrick Bernard-Converse,CB,"$791,278 ","$750,000 ","$41,278 ",0-,0-,0-,0-,0-
2235,new-york-jets,Zack Kuntz,TE,"$779,190 ","$750,000 ","$29,190 ",0-,0-,0-,0-,0-
2236,new-york-jets,Jason Brownlee,WR,"$760,000 ","$750,000 ","$10,000 ",0-,0-,0-,0-,0-
2237,new-york-jets,Deslin Alexandre,DE,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
2238,new-york-jets,Xavier Gipson,WR,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
2239,new-york-jets,Trey Dean,S,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
2240,new-york-jets,E.J. Jenkins,TE,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
2241,new-york-jets,T.J. Luther,WR,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
2242,new-york-jets,Marquis Waters,S,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
2243,new-york-jets,Travis Dye,RB,"$752,500 ","$750,000 ","$2,500 ",0-,0-,0-,0-,0-
2244,new-york-jets,Maalik Hall,LB,"$752,500 ","$750,000 ","$2,500 ",0-,0-,0-,0-,0-
2245,new-york-jets,Caleb Johnson,LB,"$752,500 ","$750,000 ","$2,500 ",0-,0-,0-,0-,0-
2246,new-york-jets,Claudin Cherelus,LB,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
2247,new-york-jets,Brent Laing,T,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
2248,new-york-jets,Derrick Langford,CB,"$750,666 ","$750,000 ",$666 ,0-,0-,0-,0-,0-
2249,new-york-jets,Irvin Charles,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2250,new-york-jets,Chris Glaser,G,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2251,new-york-jets,Jerome Kapp,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2252,new-york-jets,Marquiss Spencer,DE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2253,philadelphia-eagles,Lane Johnson,RT,"$14,721,000 ","$1,165,000 ","$4,367,000 ",0-,"$2,249,000 ",0-,"$6,940,000 ",0-
2254,philadelphia-eagles,Darius Slay,CB,"$11,813,000 ","$1,165,000 ","$5,287,000 ",0-,0-,0-,"$5,361,000 ",0-
2255,philadelphia-eagles,Jason Kelce,C,"$10,757,000 ","$1,165,000 ","$7,592,000 ",0-,"$1,400,000 ",0-,"$600,000 ",0-
2256,philadelphia-eagles,Brandon Graham,DE,"$10,095,000 ","$1,165,000 ","$3,267,000 ",0-,0-,0-,"$5,663,000 ",0-
2257,philadelphia-eagles,A.J. Brown,WR,"$8,558,800 ","$1,080,000 ","$4,646,800 ","$510,000 ","$2,082,000 ","$240,000 ",0-,0-
2258,philadelphia-eagles,Jordan Mailata,LT,"$7,471,000 ","$1,080,000 ","$2,000,000 ",0-,"$4,141,000 ","$250,000 ",0-,0-
2259,philadelphia-eagles,Haason Reddick,OLB,"$7,207,000 ","$1,080,000 ","$2,843,000 ",0-,"$3,034,000 ","$250,000 ",0-,0-
2260,philadelphia-eagles,Dallas Goedert,TE,"$6,600,732 ","$1,080,000 ","$2,043,600 ",0-,"$3,227,132 ","$250,000 ",0-,0-
2261,philadelphia-eagles,Jalen Hurts,QB,"$6,154,286 ","$1,010,000 ","$5,144,286 ",0-,0-,0-,0-,0-
2262,philadelphia-eagles,Josh Sweat,DE,"$6,057,000 ","$1,080,000 ","$2,000,000 ",0-,"$2,727,000 ","$250,000 ",0-,0-
2263,philadelphia-eagles,Fletcher Cox,DT,"$5,700,000 ","$1,500,000 ","$4,200,000 ",0-,0-,0-,0-,0-
2264,philadelphia-eagles,DeVonta Smith,WR,"$5,493,107 ","$940,000 ","$3,002,071 ","$1,551,036 ",0-,0-,0-,0-
2265,philadelphia-eagles,Derek Barnett,DE,"$5,491,705 ","$3,500,000 ",0-,"$14,706 ",0-,0-,"$1,977,000 ",0-
2266,philadelphia-eagles,Avonte Maddox,CB,"$4,053,965 ","$1,080,000 ","$1,012,266 ","$264,699 ","$1,547,000 ","$150,000 ",0-,0-
2267,philadelphia-eagles,Jalen Carter,DT,"$3,964,730 ","$750,000 ","$3,214,730 ",0-,0-,0-,0-,0-
2268,philadelphia-eagles,Jordan Davis,DT,"$3,865,745 ","$1,028,149 ","$2,387,596 ","$450,000 ",0-,0-,0-,0-
2269,philadelphia-eagles,Jake Elliott,K,"$3,382,000 ","$1,080,000 ",0-,0-,"$774,000 ","$50,000 ","$1,478,000 ",0-
2270,philadelphia-eagles,James Bradberry,CB,"$3,062,000 ","$1,165,000 ","$1,597,000 ",0-,0-,"$150,000 ",0-,"$150,000 "
2271,philadelphia-eagles,Quez Watkins,WR,"$2,785,416 ","$2,743,000 ","$42,416 ",0-,0-,0-,0-,0-
2272,philadelphia-eagles,Landon Dickerson,G,"$2,360,911 ","$1,446,970 ","$913,941 ",0-,0-,0-,0-,0-
2273,philadelphia-eagles,Nolan Smith,OLB,"$2,180,438 ","$750,000 ","$1,430,438 ",0-,0-,0-,0-,0-
2274,philadelphia-eagles,Boston Scott,RB,"$1,982,353 ","$1,850,000 ",0-,"$132,353 ",0-,0-,0-,0-
2275,philadelphia-eagles,Marcus Mariota,QB,"$1,932,000 ","$1,165,000 ","$767,000 ",0-,0-,0-,0-,0-
2276,philadelphia-eagles,Terrell Edmunds,S,"$1,881,764 ","$1,080,000 ","$250,000 ","$551,765 ",0-,0-,0-,0-
2277,philadelphia-eagles,D'Andre Swift,RB,"$1,774,397 ","$1,774,397 ",0-,0-,0-,0-,0-,0-
2278,philadelphia-eagles,Cam Jurgens,C,"$1,568,869 ","$1,018,774 ","$550,095 ",0-,0-,0-,0-,0-
2279,philadelphia-eagles,Justin Evans,S,"$1,559,411 ","$1,080,000 ","$250,000 ","$229,412 ",0-,0-,0-,0-
2280,philadelphia-eagles,Milton Williams,DT,"$1,393,683 ","$1,124,561 ","$269,122 ",0-,0-,0-,0-,0-
2281,philadelphia-eagles,Iosua Opeta,G,"$1,314,706 ","$1,080,000 ","$175,000 ","$34,706 ",0-,"$25,000 ",0-,0-
2282,philadelphia-eagles,Greedy Williams,CB,"$1,290,000 ","$1,080,000 ","$100,000 ","$110,000 ",0-,0-,0-,0-
2283,philadelphia-eagles,Kentavius Street,DE,"$1,280,000 ","$1,080,000 ","$200,000 ",0-,0-,0-,0-,0-
2284,philadelphia-eagles,Rashaad Penny,RB,"$1,230,000 ","$1,080,000 ","$100,000 ","$50,000 ",0-,0-,0-,0-
2285,philadelphia-eagles,Rick Lovato,LS,"$1,215,000 ","$1,165,000 ",0-,0-,0-,"$50,000 ",0-,0-
2286,philadelphia-eagles,K'Von Wallace,SS,"$1,186,528 ","$1,010,000 ","$176,528 ",0-,0-,0-,0-,0-
2287,philadelphia-eagles,Nakobe Dean,LB,"$1,182,873 ","$941,575 ","$241,298 ",0-,0-,0-,0-,0-
2288,philadelphia-eagles,Jack Driscoll,G,"$1,133,600 ","$1,010,000 ","$123,600 ",0-,0-,0-,0-,0-
2289,philadelphia-eagles,Zech McPhearson,CB,"$1,122,413 ","$940,000 ","$182,413 ",0-,0-,0-,0-,0-
2290,philadelphia-eagles,Trey Sermon,RB,"$1,102,994 ","$1,102,994 ",0-,0-,0-,0-,0-,0-
2291,philadelphia-eagles,Olamide Zaccheaus,WR,"$1,092,500 ","$1,080,000 ","$100,000 ","$52,500 ",0-,0-,0-,0-
2292,philadelphia-eagles,Cameron Tom,C,"$1,055,000 ","$1,010,000 ","$20,000 ","$25,000 ",0-,0-,0-,0-
2293,philadelphia-eagles,Shaun Bradley,ILB,"$1,052,855 ","$1,010,000 ","$42,855 ",0-,0-,0-,0-,0-
2294,philadelphia-eagles,Tyler Steen,T,"$1,045,535 ","$750,000 ","$295,535 ",0-,0-,0-,0-,0-
2295,philadelphia-eagles,Dan Arnold,TE,"$1,045,000 ","$1,080,000 ","$50,000 ","$55,000 ",0-,0-,0-,0-
2296,philadelphia-eagles,Sydney Brown,S,"$1,044,444 ","$750,000 ","$294,444 ",0-,0-,0-,0-,0-
2297,philadelphia-eagles,Dennis Kelly,T,"$1,040,000 ","$1,165,000 ","$25,000 ","$75,000 ",0-,0-,0-,0-
2298,philadelphia-eagles,Roderick Johnson,T,"$1,025,400 ","$1,010,000 ","$15,400 ",0-,0-,0-,0-,0-
2299,philadelphia-eagles,Kenneth Gainwell,RB,"$1,023,882 ","$940,000 ","$83,882 ",0-,0-,0-,0-,0-
2300,philadelphia-eagles,Nicholas Morrow,OLB,"$1,015,000 ","$1,080,000 ",0-,"$50,000 ",0-,"$25,000 ",0-,0-
2301,philadelphia-eagles,Tyrie Cleveland,WR,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
2302,philadelphia-eagles,Josiah Scott,CB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
2303,philadelphia-eagles,Greg Ward,WR,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
2304,philadelphia-eagles,Marlon Tuipulotu,DT,"$988,979 ","$940,000 ","$48,979 ",0-,0-,0-,0-,0-
2305,philadelphia-eagles,Arryn Siposs,P,"$983,334 ","$940,000 ","$8,334 ",0-,0-,"$35,000 ",0-,0-
2306,philadelphia-eagles,Patrick Johnson,DE,"$966,469 ","$940,000 ","$26,469 ",0-,0-,0-,0-,0-
2307,philadelphia-eagles,Brett Toth,RT,"$965,000 ","$1,080,000 ",0-,0-,0-,"$25,000 ",0-,0-
2308,philadelphia-eagles,Kelee Ringo,CB,"$955,231 ","$750,000 ","$205,231 ",0-,0-,0-,0-,0-
2309,philadelphia-eagles,Jack Stoll,TE,"$947,500 ","$940,000 ","$7,500 ",0-,0-,0-,0-,0-
2310,philadelphia-eagles,Fred Johnson,G,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
2311,philadelphia-eagles,Ian Book,QB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2312,philadelphia-eagles,Tarron Jackson,DE,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2313,philadelphia-eagles,Tyree Jackson,TE,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2314,philadelphia-eagles,Davion Taylor,OLB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2315,philadelphia-eagles,Kyron Johnson,LB,"$922,482 ","$870,000 ","$52,482 ",0-,0-,0-,0-,0-
2316,philadelphia-eagles,Grant Calcaterra,TE,"$913,536 ","$870,000 ","$43,536 ",0-,0-,0-,0-,0-
2317,philadelphia-eagles,Josh Jobe,CB,"$873,333 ","$870,000 ","$3,333 ",0-,0-,0-,0-,0-
2318,philadelphia-eagles,Josh Sills,G,"$873,333 ","$870,000 ","$3,333 ",0-,0-,0-,0-,0-
2319,philadelphia-eagles,Reed Blankenship,S,"$871,666 ","$870,000 ","$1,666 ",0-,0-,0-,0-,0-
2320,philadelphia-eagles,Deon Cain,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2321,philadelphia-eagles,Britain Covey,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2322,philadelphia-eagles,Christian Elliss,DE,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2323,philadelphia-eagles,Janarius Robinson,DE,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2324,philadelphia-eagles,Tanner McKee,QB,"$796,630 ","$750,000 ","$46,630 ",0-,0-,0-,0-,0-
2325,philadelphia-eagles,Tristin McCollum,CB,"$787,500 ","$750,000 ","$12,500 ",0-,0-,"$25,000 ",0-,0-
2326,philadelphia-eagles,Moro Ojomo,DT,"$769,446 ","$750,000 ","$19,446 ",0-,0-,0-,0-,0-
2327,philadelphia-eagles,Joseph Ngata,WR,"$760,000 ","$750,000 ","$10,000 ",0-,0-,0-,0-,0-
2328,philadelphia-eagles,Ben VanSumeren,LB,"$760,000 ","$750,000 ","$10,000 ",0-,0-,0-,0-,0-
2329,philadelphia-eagles,Julian Good-Jones,G,"$757,500 ","$750,000 ","$7,500 ",0-,0-,0-,0-,0-
2330,philadelphia-eagles,Mekhi Garner,CB,"$755,833 ","$750,000 ","$5,833 ",0-,0-,0-,0-,0-
2331,philadelphia-eagles,Ty Zentner,P,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
2332,philadelphia-eagles,Jadon Haselwood,WR,"$754,166 ","$750,000 ","$4,166 ",0-,0-,0-,0-,0-
2333,philadelphia-eagles,Noah Elliss,DT,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
2334,philadelphia-eagles,Trevor Reid,T,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
2335,philadelphia-eagles,Eli Ricks,CB,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
2336,philadelphia-eagles,Brady Russell,TE,"$752,666 ","$750,000 ","$2,666 ",0-,0-,0-,0-,0-
2337,philadelphia-eagles,Devon Allen,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2338,philadelphia-eagles,Kennedy Brooks,RB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2339,philadelphia-eagles,Mario Goodrich,CB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2340,philadelphia-eagles,Chim Okorafor,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2341,philadelphia-eagles,Charleston Rambo,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2342,philadelphia-eagles,Tyrese Robinson,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2343,pittsburgh-steelers,T.J. Watt,OLB,"$29,368,694 ","$20,000,000 ","$7,118,694 ",0-,0-,0-,"$2,250,000 ",0-
2344,pittsburgh-steelers,Cameron Heyward,DE,"$22,256,250 ","$15,850,000 ","$4,050,000 ",0-,0-,0-,"$2,356,250 ",0-
2345,pittsburgh-steelers,Diontae Johnson,WR,"$16,333,333 ","$8,000,000 ","$5,833,333 ","$2,500,000 ",0-,0-,0-,0-
2346,pittsburgh-steelers,Chukwuma Okorafor,RT,"$13,083,333 ","$6,000,000 ","$3,083,333 ","$4,000,000 ",0-,0-,0-,0-
2347,pittsburgh-steelers,James Daniels,G,"$11,166,666 ","$8,250,000 ","$2,916,667 ",0-,0-,0-,0-,0-
2348,pittsburgh-steelers,Minkah Fitzpatrick,S,"$7,935,000 ","$1,080,000 ","$3,500,000 ",0-,0-,0-,"$3,355,000 ",0-
2349,pittsburgh-steelers,Mason Cole,C,"$6,921,666 ","$3,900,000 ","$1,521,667 ","$1,500,000 ",0-,0-,0-,0-
2350,pittsburgh-steelers,Mitchell Trubisky,QB,"$6,011,666 ","$1,080,000 ","$4,931,667 ",0-,0-,0-,0-,0-
2351,pittsburgh-steelers,Chris Boswell,K,"$5,640,000 ","$2,740,000 ","$1,600,000 ","$1,300,000 ",0-,0-,0-,0-
2352,pittsburgh-steelers,Levi Wallace,CB,"$5,482,500 ","$4,000,000 ","$1,482,500 ",0-,0-,0-,0-,0-
2353,pittsburgh-steelers,Larry Ogunjobi,DE,"$4,933,333 ","$1,400,000 ","$3,533,333 ",0-,0-,0-,0-,0-
2354,pittsburgh-steelers,Alex Highsmith,OLB,"$4,418,074 ","$1,010,000 ","$3,408,074 ",0-,0-,0-,0-,0-
2355,pittsburgh-steelers,Patrick Peterson,CB,"$4,225,000 ","$1,300,000 ","$2,925,000 ",0-,0-,0-,0-,0-
2356,pittsburgh-steelers,Isaac Seumalo,G,"$3,616,666 ","$1,300,000 ","$2,316,667 ",0-,0-,0-,0-,0-
2357,pittsburgh-steelers,Najee Harris,RB,"$3,558,395 ","$1,846,132 ","$1,712,263 ",0-,0-,0-,0-,0-
2358,pittsburgh-steelers,Montravius Adams,DE,"$3,232,500 ","$2,500,000 ","$732,500 ",0-,0-,0-,0-,0-
2359,pittsburgh-steelers,Kenny Pickett,QB,"$3,197,251 ","$1,344,450 ","$1,852,801 ",0-,0-,0-,0-,0-
2360,pittsburgh-steelers,Allen Robinson,WR,"$3,082,500 ","$1,165,000 ","$1,917,500 ",0-,0-,0-,0-,0-
2361,pittsburgh-steelers,Broderick Jones,T,"$3,022,973 ","$750,000 ","$2,272,973 ",0-,0-,0-,0-,0-
2362,pittsburgh-steelers,Kevin Dotson,G,"$2,907,704 ","$2,743,000 ","$164,704 ",0-,0-,0-,0-,0-
2363,pittsburgh-steelers,Cole Holcomb,LB,"$2,720,000 ","$1,080,000 ","$1,640,000 ",0-,0-,0-,0-,0-
2364,pittsburgh-steelers,Gunner Olszewski,WR,"$2,617,500 ","$2,000,000 ","$617,500 ",0-,0-,0-,0-,0-
2365,pittsburgh-steelers,Nate Herbig,G,"$2,540,000 ","$1,080,000 ","$1,460,000 ",0-,0-,0-,0-,0-
2366,pittsburgh-steelers,Miles Killebrew,S,"$2,482,500 ","$2,000,000 ","$482,500 ",0-,0-,0-,0-,0-
2367,pittsburgh-steelers,Elandon Roberts,OLB,"$2,332,500 ","$1,165,000 ","$1,167,500 ",0-,0-,0-,0-,0-
2368,pittsburgh-steelers,Damontae Kazee,S,"$2,125,000 ","$1,250,000 ","$875,000 ",0-,0-,0-,0-,0-
2369,pittsburgh-steelers,Joey Porter Jr.,CB,"$1,748,790 ","$750,000 ","$998,790 ",0-,0-,0-,0-,0-
2370,pittsburgh-steelers,Pat Freiermuth,TE,"$1,644,049 ","$1,208,016 ","$436,033 ",0-,0-,0-,0-,0-
2371,pittsburgh-steelers,Keanu Neal,SS,"$1,540,000 ","$1,080,000 ","$460,000 ",0-,0-,0-,0-,0-
2372,pittsburgh-steelers,George Pickens,WR,"$1,534,586 ","$1,011,917 ","$522,669 ",0-,0-,0-,0-,0-
2373,pittsburgh-steelers,Keeanu Benton,DT,"$1,333,295 ","$750,000 ","$583,295 ",0-,0-,0-,0-,0-
2374,pittsburgh-steelers,Kendrick Green,C,"$1,329,754 ","$1,103,251 ","$226,503 ",0-,0-,0-,0-,0-
2375,pittsburgh-steelers,James Pierre,CB,"$1,300,000 ","$1,300,000 ",0-,0-,0-,0-,0-,0-
2376,pittsburgh-steelers,Zach Gentry,TE,"$1,232,500 ","$1,247,500 ","$152,500 ",0-,0-,0-,0-,0-
2377,pittsburgh-steelers,DeMarvin Leal,DE,"$1,178,840 ","$940,768 ","$238,072 ",0-,0-,0-,0-,0-
2378,pittsburgh-steelers,Dan Moore,LT,"$1,114,476 ","$940,000 ","$174,476 ",0-,0-,0-,0-,0-
2379,pittsburgh-steelers,Markus Golden,OLB,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
2380,pittsburgh-steelers,Chandon Sullivan,CB,"$1,092,500 ","$1,080,000 ","$152,500 ",0-,0-,0-,0-,0-
2381,pittsburgh-steelers,Armon Watts,DT,"$1,092,500 ","$1,080,000 ","$152,500 ",0-,0-,0-,0-,0-
2382,pittsburgh-steelers,Isaiahh Loudermilk,DT,"$1,020,072 ","$940,000 ","$80,072 ",0-,0-,0-,0-,0-
2383,pittsburgh-steelers,Braden Mann,P,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
2384,pittsburgh-steelers,Tanner Muse,OLB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
2385,pittsburgh-steelers,Elijah Riley,CB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
2386,pittsburgh-steelers,Le'Raven Clark,RT,"$990,000 ","$1,165,000 ","$50,000 ",0-,0-,0-,0-,0-
2387,pittsburgh-steelers,Darnell Washington,TE,"$973,438 ","$750,000 ","$223,438 ",0-,0-,0-,0-,0-
2388,pittsburgh-steelers,Tre Norwood,CB,"$963,610 ","$940,000 ","$23,610 ",0-,0-,0-,0-,0-
2389,pittsburgh-steelers,Pressley Harvin III,P,"$960,184 ","$940,000 ","$20,184 ",0-,0-,0-,0-,0-
2390,pittsburgh-steelers,Nick Kwiatkoski,ILB,"$940,000 ","$1,165,000 ",0-,0-,0-,0-,0-,0-
2391,pittsburgh-steelers,Miles Boykin,WR,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
2392,pittsburgh-steelers,Duke Dawson,CB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
2393,pittsburgh-steelers,Mason Rudolph,QB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
2394,pittsburgh-steelers,Luq Barcoo,CB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2395,pittsburgh-steelers,J'Marcus Bradley,WR,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2396,pittsburgh-steelers,Dan Chisena,WR,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2397,pittsburgh-steelers,Breiden Fehoko,DT,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2398,pittsburgh-steelers,Madre Harper,CB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2399,pittsburgh-steelers,Christian Kuntz,LS,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2400,pittsburgh-steelers,Jonathan Marshall,DT,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2401,pittsburgh-steelers,Anthony McFarland,RB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2402,pittsburgh-steelers,Kenny Robinson,S,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2403,pittsburgh-steelers,Quincy Roche,DE,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2404,pittsburgh-steelers,Chapelle Russell,LB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
2405,pittsburgh-steelers,Nick Herbig,LB,"$918,230 ","$750,000 ","$168,230 ",0-,0-,0-,0-,0-
2406,pittsburgh-steelers,Connor Heyward,TE,"$908,806 ","$870,000 ","$38,806 ",0-,0-,0-,0-,0-
2407,pittsburgh-steelers,Mark Robinson,LB,"$898,089 ","$870,000 ","$28,089 ",0-,0-,0-,0-,0-
2408,pittsburgh-steelers,Calvin Austin,WR,"$876,085 ","$750,000 ","$126,085 ",0-,0-,0-,0-,0-
2409,pittsburgh-steelers,Jaylen Warren,RB,"$874,000 ","$870,000 ","$4,000 ",0-,0-,0-,0-,0-
2410,pittsburgh-steelers,Hakeem Butler,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2411,pittsburgh-steelers,Dez Fitzpatrick,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2412,pittsburgh-steelers,Jason Huntley,RB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2413,pittsburgh-steelers,Manny Jones,DT,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2414,pittsburgh-steelers,Ryan McCollum,C,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2415,pittsburgh-steelers,Cody White,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
2416,pittsburgh-steelers,Cory Trice Jr.,CB,"$771,109 ","$750,000 ","$21,109 ",0-,0-,0-,0-,0-
2417,pittsburgh-steelers,Spencer Anderson,G,"$769,444 ","$750,000 ","$19,444 ",0-,0-,0-,0-,0-
2418,pittsburgh-steelers,Tanner Morgan,QB,"$758,333 ","$750,000 ","$8,333 ",0-,0-,0-,0-,0-
2419,pittsburgh-steelers,David Perales,LB,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
2420,pittsburgh-steelers,James Nyamwaya,DE,"$754,666 ","$750,000 ","$4,666 ",0-,0-,0-,0-,0-
2421,pittsburgh-steelers,Jordan Byrd,WR,"$752,500 ","$750,000 ","$2,500 ",0-,0-,0-,0-,0-
2422,pittsburgh-steelers,B.T. Potter,K,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
2423,pittsburgh-steelers,Dylan Cook,TE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2424,pittsburgh-steelers,William Dunkle,G,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2425,pittsburgh-steelers,Alfonzo Graham,RB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2426,pittsburgh-steelers,Darius Hagans,RB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2427,pittsburgh-steelers,Toby Ndukwe,LB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2428,pittsburgh-steelers,Rex Sunahara,LS,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2429,pittsburgh-steelers,Chris Wilcox,CB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2430,pittsburgh-steelers,Rodney Williams,WLB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
2431,pittsburgh-steelers,Kwon Alexander,ILB,0-,0-,0-,0-,0-,0-,0-,0-
2432,san-francisco-49ers,Trent Williams,LT,"$27,183,521 ","$19,400,000 ","$6,020,000 ","$573,521 ",0-,"$100,000 ","$1,090,000 ",0-
2433,san-francisco-49ers,Arik Armstead,DE,"$23,948,936 ","$15,890,000 ","$3,500,000 ","$352,936 ","$1,500,000 ","$100,000 ","$2,606,000 ",0-
2434,san-francisco-49ers,George Kittle,TE,"$18,033,740 ","$11,650,000 ","$3,600,000 ","$441,165 ","$450,000 ","$100,000 ","$1,792,575 ",0-
2435,san-francisco-49ers,Nick Bosa,DE,"$17,859,000 ","$17,859,000 ",0-,0-,0-,0-,0-,0-
2436,san-francisco-49ers,Trey Lance,QB,"$9,301,439 ","$940,000 ","$5,540,959 ","$2,820,480 ",0-,0-,0-,0-
2437,san-francisco-49ers,Fred Warner,ILB,"$9,049,000 ","$1,080,000 ","$2,464,000 ","$500,000 ","$2,536,000 ","$100,000 ","$2,369,000 ",0-
2438,san-francisco-49ers,Deebo Samuel,WR,"$8,653,521 ","$1,080,000 ","$4,807,000 ","$573,521 ","$1,843,000 ","$200,000 ",0-,"$150,000 "
2439,san-francisco-49ers,Javon Hargrave,DT,"$6,615,000 ","$1,165,000 ","$4,600,000 ","$750,000 ",0-,"$100,000 ",0-,0-
