,team,name,position,cap_hit,base_salary,signing_bonus,roster_bonus,option_bonus,workout_bonus,restructure_bonus,incentive_bonus
0,arizona-cardinals,Budda Baker,S,"$17,901,471 ","$13,100,000 ","$2,000,000 ","$176,471 ","$1,775,000 ",0-,"$150,000 ","$700,000 "
1,arizona-cardinals,Kyler Murray,QB,"$16,007,000 ","$2,000,000 ","$5,807,000 ",0-,"$7,200,000 ","$1,000,000 ",0-,0-
2,arizona-cardinals,Marquise Brown,WR,"$13,413,000 ","$13,413,000 ",0-,0-,0-,0-,0-,0-
3,arizona-cardinals,D.J. Humphries,LT,"$12,536,667 ","$5,500,000 ","$4,250,000 ","$120,000 ",0-,0-,"$2,666,667 ",0-
4,arizona-cardinals,Zach Ertz,TE,"$11,605,000 ","$8,755,000 ","$2,000,000 ","$350,000 ",0-,0-,"$500,000 ",0-
5,arizona-cardinals,James Conner,RB,"$9,445,000 ","$6,250,000 ","$2,000,000 ","$195,000 ","$1,000,000 ",0-,0-,0-
6,arizona-cardinals,Isaiah Simmons,ILB,"$6,574,927 ","$1,010,000 ","$3,147,101 ","$2,417,826 ",0-,0-,0-,0-
7,arizona-cardinals,Jalen Thompson,S,"$5,287,750 ","$1,100,000 ","$2,034,000 ","$170,000 ","$1,983,750 ",0-,0-,0-
8,arizona-cardinals,Paris Johnson,T,"$5,100,446 ","$750,000 ","$4,350,446 ",0-,0-,0-,0-,0-
9,arizona-cardinals,Colt McCoy,QB,"$5,000,000 ","$3,750,000 ","$1,250,000 ",0-,0-,0-,0-,0-
10,arizona-cardinals,Dennis Gardeck,OLB,"$4,216,666 ","$3,270,000 ","$666,666 ","$280,000 ",0-,0-,0-,0-
11,arizona-cardinals,Zaven Collins,ILB,"$4,006,434 ","$1,995,478 ","$2,010,956 ",0-,0-,0-,0-,0-
12,arizona-cardinals,Will Hernandez,G,"$3,550,000 ","$2,000,000 ","$1,250,000 ","$300,000 ",0-,0-,0-,0-
13,arizona-cardinals,Kyzir White,OLB,"$3,250,000 ","$1,500,000 ","$1,750,000 ",0-,0-,0-,0-,0-
14,arizona-cardinals,Josh Jones,RT,"$3,011,881 ","$2,742,000 ","$269,881 ",0-,0-,0-,0-,0-
15,arizona-cardinals,Matt Prater,K,"$2,750,000 ","$1,500,000 ","$1,250,000 ",0-,0-,0-,0-,0-
16,arizona-cardinals,Kelvin Beachum,LT,"$2,532,500 ","$1,165,000 ","$1,047,500 ","$320,000 ",0-,0-,0-,0-
17,arizona-cardinals,Rondale Moore,WR,"$1,888,429 ","$1,289,476 ","$598,953 ",0-,0-,0-,0-,0-
18,arizona-cardinals,Zach Pascal,WR,"$1,830,000 ","$1,080,000 ","$750,000 ",0-,0-,0-,0-,0-
19,arizona-cardinals,Hjalte Froholdt,C,"$1,815,000 ","$1,010,000 ","$550,000 ","$255,000 ",0-,0-,0-,0-
20,arizona-cardinals,Geoff Swaim,TE,"$1,700,000 ","$1,165,000 ","$450,000 ","$85,000 ",0-,0-,0-,0-
21,arizona-cardinals,Carlos Watkins,DE,"$1,570,000 ","$1,080,000 ","$250,000 ","$240,000 ",0-,0-,0-,0-
22,arizona-cardinals,B.J. Ojulari,DE,"$1,563,201 ","$750,000 ","$813,201 ",0-,0-,0-,0-,0-
23,arizona-cardinals,Antonio Hamilton,CB,"$1,500,000 ","$1,165,000 ","$335,000 ",0-,0-,0-,0-,0-
24,arizona-cardinals,Trey McBride,TE,"$1,431,741 ","$991,348 ","$440,393 ",0-,0-,0-,0-,0-
25,arizona-cardinals,Dennis Daley,T,"$1,425,000 ","$1,250,000 ","$175,000 ",0-,0-,0-,0-,0-
26,arizona-cardinals,Ezekiel Turner,ILB,"$1,232,500 ","$1,847,500 ","$152,500 ",0-,0-,0-,0-,0-
27,arizona-cardinals,Leki Fotu,DT,"$1,203,368 ","$1,010,000 ","$193,368 ",0-,0-,0-,0-,0-
28,arizona-cardinals,Rashard Lawrence,DT,"$1,181,021 ","$1,010,000 ","$171,021 ",0-,0-,0-,0-,0-
29,arizona-cardinals,Cam Thomas,DE,"$1,169,168 ","$938,834 ","$230,334 ",0-,0-,0-,0-,0-
30,arizona-cardinals,Myjai Sanders,DE,"$1,146,570 ","$934,314 ","$212,256 ",0-,0-,0-,0-,0-
31,arizona-cardinals,Marco Wilson,CB,"$1,102,595 ","$940,000 ","$162,595 ",0-,0-,0-,0-,0-
32,arizona-cardinals,Kris Boyd,CB,"$1,092,500 ","$1,080,000 ","$152,500 ",0-,0-,0-,0-,0-
33,arizona-cardinals,Rashad Fenton,CB,"$1,092,500 ","$1,080,000 ","$76,250 ","$76,250 ",0-,0-,0-,0-
34,arizona-cardinals,Elijah Wilkinson,G,"$1,092,500 ","$1,080,000 ","$152,500 ",0-,0-,0-,0-,0-
35,arizona-cardinals,Josh Woods,LB,"$1,092,500 ","$1,080,000 ","$152,500 ",0-,0-,0-,0-,0-
36,arizona-cardinals,Krys Barnes,LB,"$1,035,000 ","$1,010,000 ","$25,000 ",0-,0-,0-,0-,0-
37,arizona-cardinals,Garrett Williams,CB,"$1,024,533 ","$750,000 ","$274,533 ",0-,0-,0-,0-,0-
38,arizona-cardinals,David Blough,QB,"$1,016,250 ","$1,080,000 ","$76,250 ","$76,250 ",0-,0-,0-,0-
39,arizona-cardinals,L.J. Collier,DE,"$1,016,250 ","$1,080,000 ","$76,250 ","$76,250 ",0-,0-,0-,0-
40,arizona-cardinals,Kevin Strong,DT,"$1,016,250 ","$1,080,000 ","$76,250 ",0-,0-,0-,0-,0-
41,arizona-cardinals,Pat Elflein,C,"$1,010,000 ","$1,080,000 ","$25,000 ","$45,000 ",0-,0-,0-,0-
42,arizona-cardinals,Davion Davis,WR,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
43,arizona-cardinals,Greg Dortch,WR,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
44,arizona-cardinals,JuJu Hughes,S,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
45,arizona-cardinals,Jovante Moffatt,S,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
46,arizona-cardinals,Bobby Price,S,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
47,arizona-cardinals,Victor Dimukeje,OLB,"$980,465 ","$940,000 ","$40,465 ",0-,0-,0-,0-,0-
48,arizona-cardinals,Michael Wilson,WR,"$970,811 ","$750,000 ","$220,811 ",0-,0-,0-,0-,0-
49,arizona-cardinals,Aaron Brewer,LS,"$940,000 ","$1,165,000 ",0-,0-,0-,0-,0-,0-
50,arizona-cardinals,Jackson Barton,T,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
51,arizona-cardinals,Corey Clement,RB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
52,arizona-cardinals,Jeff Driskel,QB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
53,arizona-cardinals,Matt Haack,P,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
54,arizona-cardinals,Nate Hairston,CB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
55,arizona-cardinals,Eric Banks,DE,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
56,arizona-cardinals,Andre Chachere,CB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
57,arizona-cardinals,Lachavious Simmons,T,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
58,arizona-cardinals,Jon Gaines II,G,"$933,060 ","$750,000 ","$183,060 ",0-,0-,0-,0-,0-
59,arizona-cardinals,Keaontay Ingram,RB,"$912,648 ","$870,000 ","$42,648 ",0-,0-,0-,0-,0-
60,arizona-cardinals,Lecitus Smith,G,"$903,004 ","$870,000 ","$33,004 ",0-,0-,0-,0-,0-
61,arizona-cardinals,David Anenih,DE,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
62,arizona-cardinals,Andre Baccellia,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
63,arizona-cardinals,Jonathan Ledbetter,DE,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
64,arizona-cardinals,Jesse Luketa,LB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
65,arizona-cardinals,Christian Matthew,CB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
66,arizona-cardinals,Ben Stille,DT,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
67,arizona-cardinals,Noah Togiai,TE,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
68,arizona-cardinals,Ty'Son Williams,RB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
69,arizona-cardinals,Clayton Tune,QB,"$837,656 ","$750,000 ","$87,656 ",0-,0-,0-,0-,0-
70,arizona-cardinals,Owen Pappoe,LB,"$811,244 ","$750,000 ","$61,244 ",0-,0-,0-,0-,0-
71,arizona-cardinals,Kei'Trel Clark,CB,"$802,153 ","$750,000 ","$52,153 ",0-,0-,0-,0-,0-
72,arizona-cardinals,Dante Stills,DT,"$783,334 ","$750,000 ","$33,334 ",0-,0-,0-,0-,0-
73,arizona-cardinals,Marquis Hayes,G,"$769,252 ","$750,000 ","$19,252 ",0-,0-,0-,0-,0-
74,arizona-cardinals,Jacob Slade,DT,"$756,666 ","$750,000 ","$6,666 ",0-,0-,0-,0-,0-
75,arizona-cardinals,Emari Demercado,RB,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
76,arizona-cardinals,Blake Whiteheart,TE,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
77,arizona-cardinals,Daniel Arias,WR,"$754,000 ","$750,000 ","$4,000 ",0-,0-,0-,0-,0-
78,arizona-cardinals,Kendell Brooks,S,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
79,arizona-cardinals,Joel Honigford,TE,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
80,arizona-cardinals,Kyle Soelle,LB,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
81,arizona-cardinals,Quavian White,CB,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
82,arizona-cardinals,Brian Cobbs,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
83,arizona-cardinals,Jack Coco,LS,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
84,arizona-cardinals,Nolan Cooney,P,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
85,arizona-cardinals,Kaden Davis,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
86,arizona-cardinals,Hayden Howerton,G,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
87,arizona-cardinals,Kyler McMichael,CB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
88,arizona-cardinals,Bernhard Seikovits,TE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
89,arizona-cardinals,Brandon Smith,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
90,arizona-cardinals,Badara Traore,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
91,atlanta-falcons,Jake Matthews,LT,"$28,358,823 ","$12,558,823 ","$2,500,000 ","$3,500,000 ","$1,800,000 ",0-,"$8,000,000 ",0-
92,atlanta-falcons,Grady Jarrett,DT,"$20,625,000 ","$16,500,000 ","$4,125,000 ",0-,0-,0-,0-,0-
93,atlanta-falcons,Chris Lindstrom,G,"$13,702,000 ","$4,202,000 ","$5,500,000 ","$4,000,000 ",0-,0-,0-,0-
94,atlanta-falcons,Jessie Bates III,S,"$9,500,000 ","$1,080,000 ","$4,500,000 ","$3,920,000 ",0-,0-,0-,0-
95,atlanta-falcons,Kyle Pitts,TE,"$8,975,589 ","$940,000 ","$5,323,726 ","$2,711,863 ",0-,0-,0-,0-
96,atlanta-falcons,David Onyemata,DT,"$8,000,000 ","$1,165,000 ","$4,000,000 ","$2,835,000 ",0-,0-,0-,0-
97,atlanta-falcons,Calais Campbell,DE,"$7,500,000 ","$4,000,000 ","$3,000,000 ",0-,0-,0-,0-,"$500,000 "
98,atlanta-falcons,Jonnu Smith,TE,"$6,000,000 ","$3,500,000 ",0-,0-,0-,0-,"$2,500,000 ",0-
99,atlanta-falcons,Taylor Heinicke,QB,"$5,700,000 ","$1,320,000 ","$2,000,000 ","$1,680,000 ",0-,0-,0-,"$700,000 "
100,atlanta-falcons,Cordarrelle Patterson,RB,"$5,500,000 ","$4,250,000 ","$1,250,000 ",0-,0-,0-,0-,0-
101,atlanta-falcons,Kaleb McGary,T,"$5,500,000 ","$3,500,000 ","$2,000,000 ",0-,0-,0-,0-,0-
102,atlanta-falcons,Drake London,WR,"$4,894,197 ","$870,000 ","$3,210,358 ","$813,839 ",0-,0-,0-,0-
103,atlanta-falcons,Younghoe Koo,K,"$4,750,000 ","$3,500,000 ","$1,250,000 ",0-,0-,0-,0-,0-
104,atlanta-falcons,A.J. Terrell,CB,"$4,551,829 ","$2,560,784 ","$1,991,045 ",0-,0-,0-,0-,0-
105,atlanta-falcons,Kaden Elliss,OLB,"$4,500,000 ","$1,080,000 ","$1,750,000 ","$1,670,000 ",0-,0-,0-,0-
106,atlanta-falcons,Lorenzo Carter,OLB,"$4,250,000 ","$3,250,000 ","$1,000,000 ",0-,0-,0-,0-,0-
107,atlanta-falcons,Bijan Robinson,RB,"$3,992,461 ","$750,000 ","$3,242,461 ",0-,0-,0-,0-,0-
108,atlanta-falcons,Jeff Okudah,CB,"$3,682,076 ","$3,682,076 ",0-,0-,0-,0-,0-,0-
109,atlanta-falcons,Mike Hughes,CB,"$3,050,000 ","$1,080,000 ","$750,000 ","$1,220,000 ",0-,0-,0-,0-
110,atlanta-falcons,Matt Hennessy,C,"$2,995,648 ","$2,743,000 ","$252,648 ",0-,0-,0-,0-,0-
111,atlanta-falcons,Mykal Walker,OLB,"$2,929,520 ","$2,743,000 ","$186,520 ",0-,0-,0-,0-,0-
112,atlanta-falcons,Jaylinn Hawkins,FS,"$2,909,729 ","$2,743,000 ","$166,729 ",0-,0-,0-,0-,0-
113,atlanta-falcons,Bud Dupree,OLB,"$2,820,000 ","$1,240,000 ","$1,250,000 ","$330,000 ",0-,0-,0-,0-
114,atlanta-falcons,Bradley Pinion,P,"$2,500,000 ","$1,245,000 ","$500,000 ","$755,000 ",0-,0-,0-,0-
115,atlanta-falcons,Mack Hollins,WR,"$2,500,000 ","$1,080,000 ","$910,000 ","$510,000 ",0-,0-,0-,0-
116,atlanta-falcons,Richie Grant,S,"$2,255,009 ","$1,411,670 ","$843,339 ",0-,0-,0-,0-,0-
117,atlanta-falcons,Arnold Ebiketie,DE,"$2,004,248 ","$1,105,850 ","$898,398 ",0-,0-,0-,0-,0-
118,atlanta-falcons,Matthew Bergeron,T,"$1,632,451 ","$750,000 ","$882,451 ",0-,0-,0-,0-,0-
119,atlanta-falcons,Jalen Mayfield,RT,"$1,420,366 ","$1,133,455 ","$286,911 ",0-,0-,0-,0-,0-
120,atlanta-falcons,Troy Andersen,ILB,"$1,387,175 ","$982,435 ","$404,740 ",0-,0-,0-,0-,0-
121,atlanta-falcons,Desmond Ridder,QB,"$1,218,855 ","$870,000 ","$270,084 ","$78,771 ",0-,0-,0-,0-
122,atlanta-falcons,DeAngelo Malone,LB,"$1,188,541 ","$942,708 ","$245,833 ",0-,0-,0-,0-,0-
123,atlanta-falcons,Keith Smith,FB,"$1,165,000 ","$2,350,000 ",0-,0-,0-,0-,0-,0-
124,atlanta-falcons,Joshua Miles,T,"$1,162,500 ","$1,010,000 ","$152,500 ",0-,0-,0-,0-,0-
125,atlanta-falcons,Darren Hall,CB,"$1,141,187 ","$940,000 ","$201,187 ",0-,0-,0-,0-,0-
126,atlanta-falcons,Drew Dalman,C,"$1,134,180 ","$940,000 ","$194,180 ",0-,0-,0-,0-,0-
127,atlanta-falcons,Cornell Armstrong,CB,"$1,092,500 ","$1,080,000 ","$152,500 ",0-,0-,0-,0-,0-
128,atlanta-falcons,Tre Flowers,CB,"$1,092,500 ","$1,080,000 ","$152,500 ",0-,0-,0-,0-,0-
129,atlanta-falcons,Scotty Miller,WR,"$1,092,500 ","$1,080,000 ","$152,500 ",0-,0-,0-,0-,0-
130,atlanta-falcons,Khadarel Hodge,WR,"$1,060,000 ","$1,080,000 ",0-,"$120,000 ",0-,0-,0-,0-
131,atlanta-falcons,Tae Davis,LB,"$1,056,500 ","$1,080,000 ","$101,500 ","$12,000 ",0-,0-,0-,0-
132,atlanta-falcons,Ta'Quon Graham,DE,"$1,027,653 ","$940,000 ","$87,653 ",0-,0-,0-,0-,0-
133,atlanta-falcons,Zach Harrison,DE,"$1,012,445 ","$750,000 ","$262,445 ",0-,0-,0-,0-,0-
134,atlanta-falcons,J.J. Arcega-Whiteside,WR,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
135,atlanta-falcons,Joe Gaziano,DE,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
136,atlanta-falcons,Penny Hart,WR,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
137,atlanta-falcons,Logan Woodside,QB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
138,atlanta-falcons,Adetokunbo Ogundeji,OLB,"$1,000,038 ","$940,000 ","$60,038 ",0-,0-,0-,0-,0-
139,atlanta-falcons,Tyler Allgeier,RB,"$953,474 ","$870,000 ","$83,474 ",0-,0-,0-,0-,0-
140,atlanta-falcons,Felipe Franks,QB,"$945,000 ","$940,000 ","$5,000 ",0-,0-,0-,0-,0-
141,atlanta-falcons,Clark Phillips III,CB,"$943,382 ","$750,000 ","$193,382 ",0-,0-,0-,0-,0-
142,atlanta-falcons,Jonotthan Harrison,C,"$940,000 ","$1,165,000 ",0-,0-,0-,0-,0-,0-
143,atlanta-falcons,Breon Borders,CB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
144,atlanta-falcons,MyCole Pruitt,TE,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
145,atlanta-falcons,Andre Smith,ILB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
146,atlanta-falcons,Frank Darby,WR,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
147,atlanta-falcons,Carlos Davis,DT,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
148,atlanta-falcons,Ethan Greenidge,T,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
149,atlanta-falcons,Parker Hesse,TE,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
150,atlanta-falcons,Albert Huggins,DT,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
151,atlanta-falcons,Kyle Hinton,G,"$920,000 ","$870,000 ","$50,000 ",0-,0-,0-,0-,0-
152,atlanta-falcons,Dee Alford,S,"$873,500 ","$870,000 ","$3,500 ",0-,0-,0-,0-,0-
153,atlanta-falcons,Timothy Horne,DT,"$873,333 ","$870,000 ","$3,333 ",0-,0-,0-,0-,0-
154,atlanta-falcons,Micah Abernathy,S,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
155,atlanta-falcons,Nathan Landman,ILB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
156,atlanta-falcons,LaCale London,DE,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
157,atlanta-falcons,Liam McCullough,LS,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
158,atlanta-falcons,Ryan Neuzil,C,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
159,atlanta-falcons,John FitzPatrick,TE,"$783,004 ","$750,000 ","$33,004 ",0-,0-,0-,0-,0-
160,atlanta-falcons,DeMarcco Hellams,S,"$776,575 ","$750,000 ","$26,575 ",0-,0-,0-,0-,0-
161,atlanta-falcons,Jovaughn Gwyn,G,"$776,457 ","$750,000 ","$26,457 ",0-,0-,0-,0-,0-
162,atlanta-falcons,Ikenna Enechukwu,DT,"$760,000 ","$750,000 ","$10,000 ",0-,0-,0-,0-,0-
163,atlanta-falcons,Keilahn Harris,WR,"$756,666 ","$750,000 ","$6,666 ",0-,0-,0-,0-,0-
164,atlanta-falcons,Mike Jones Jr.,LB,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
165,atlanta-falcons,Xavier Malone,WR,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
166,atlanta-falcons,Carlos Washington Jr.,RB,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
167,atlanta-falcons,Josh Ali,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
168,atlanta-falcons,Chris Blair,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
169,atlanta-falcons,Slade Bolden,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
170,atlanta-falcons,Natrone Brooks,S,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
171,atlanta-falcons,Clifford Chattman,S,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
172,atlanta-falcons,Lukas Denis,S,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
173,atlanta-falcons,Tucker Fisk,TE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
174,atlanta-falcons,Clint Ratkovich,FB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
175,atlanta-falcons,Justin Shaffer,G,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
176,atlanta-falcons,Tyler Vrabel,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
177,atlanta-falcons,Barry Wesley,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
178,atlanta-falcons,Justin Ellis,DT,0-,0-,0-,0-,0-,0-,0-,0-
179,atlanta-falcons,Godwin Igwebuike,RB,0-,0-,0-,0-,0-,0-,0-,0-
180,atlanta-falcons,Kemoko Turay,DE,0-,0-,0-,0-,0-,0-,0-,0-
181,baltimore-ravens,Ronnie Stanley,LT,"$23,668,250 ","$12,500,000 ","$4,500,000 ",0-,"$3,250,000 ",0-,"$3,418,250 ",0-
182,baltimore-ravens,Lamar Jackson,QB,"$22,150,000 ","$7,500,000 ","$14,650,000 ",0-,0-,0-,0-,0-
183,baltimore-ravens,Marlon Humphrey,CB,"$19,993,800 ","$10,500,000 ","$4,000,000 ",0-,"$3,000,000 ",0-,"$2,243,800 ","$250,000 "
184,baltimore-ravens,Mark Andrews,TE,"$13,657,611 ","$7,500,000 ","$2,032,611 ",0-,"$3,875,000 ",0-,0-,"$250,000 "
185,baltimore-ravens,Roquan Smith,ILB,"$9,000,000 ","$4,500,000 ","$4,500,000 ",0-,0-,0-,0-,0-
186,baltimore-ravens,Marcus Williams,FS,"$7,262,380 ","$1,080,000 ","$2,993,000 ",0-,"$3,189,380 ",0-,0-,0-
187,baltimore-ravens,Tyus Bowser,OLB,"$6,500,000 ","$4,500,000 ","$2,000,000 ",0-,0-,0-,0-,0-
188,baltimore-ravens,Patrick Mekari,G,"$6,000,000 ","$4,000,000 ",0-,0-,"$2,000,000 ",0-,0-,0-
189,baltimore-ravens,Justin Tucker,K,"$5,958,333 ","$1,250,000 ","$2,700,000 ",0-,0-,0-,"$2,008,333 ",0-
190,baltimore-ravens,Morgan Moses,RT,"$5,460,000 ","$4,000,000 ","$1,460,000 ",0-,0-,0-,0-,0-
191,baltimore-ravens,Kevin Zeitler,G,"$5,207,000 ","$1,165,000 ","$2,975,000 ",0-,0-,0-,"$1,067,000 ",0-
192,baltimore-ravens,Devin Duvernay,WR,"$4,525,966 ","$4,304,000 ","$221,966 ",0-,0-,0-,0-,0-
193,baltimore-ravens,Patrick Ricard,FB,"$4,055,000 ","$2,750,000 ","$1,155,000 ",0-,0-,0-,0-,"$150,000 "
194,baltimore-ravens,"Odell Beckham, Jr.",WR,"$3,932,000 ","$1,165,000 ","$2,767,000 ",0-,0-,0-,0-,0-
195,baltimore-ravens,Patrick Queen,ILB,"$3,869,623 ","$2,268,410 ","$1,601,213 ",0-,0-,0-,0-,0-
196,baltimore-ravens,Kyle Hamilton,S,"$3,694,338 ","$910,868 ","$2,250,470 ","$533,000 ",0-,0-,0-,0-
197,baltimore-ravens,Rashod Bateman,WR,"$3,436,203 ","$1,805,401 ","$1,630,802 ",0-,0-,0-,0-,0-
198,baltimore-ravens,Michael Pierce,DT,"$3,237,000 ","$1,165,000 ","$1,905,000 ",0-,0-,0-,"$167,000 ",0-
199,baltimore-ravens,Odafe Oweh,DE,"$3,093,379 ","$1,691,126 ","$1,402,253 ",0-,0-,0-,0-,0-
200,baltimore-ravens,Justin Madubuike,DT,"$3,015,420 ","$2,743,000 ","$272,420 ",0-,0-,0-,0-,0-
201,baltimore-ravens,Tyler Linderbaum,C,"$3,008,701 ","$1,306,740 ","$1,701,961 ",0-,0-,0-,0-,0-
202,baltimore-ravens,Gus Edwards,RB,"$2,794,000 ","$1,084,000 ","$1,250,000 ",0-,0-,0-,"$460,000 ",0-
203,baltimore-ravens,Tyler Huntley,QB,"$2,627,000 ","$2,627,000 ",0-,0-,0-,0-,0-,0-
204,baltimore-ravens,Zay Flowers,WR,"$2,552,079 ","$750,000 ","$1,802,079 ",0-,0-,0-,0-,0-
205,baltimore-ravens,Rock Ya-Sin,CB,"$2,400,000 ","$1,080,000 ","$400,000 ","$920,000 ",0-,0-,0-,0-
206,baltimore-ravens,JK Dobbins,RB,"$1,823,004 ","$1,391,287 ","$431,717 ",0-,0-,0-,0-,0-
207,baltimore-ravens,David Ojabo,DE,"$1,797,527 ","$1,064,505 ","$733,022 ",0-,0-,0-,0-,0-
208,baltimore-ravens,Nelson Agholor,WR,"$1,582,000 ","$1,165,000 ","$417,000 ",0-,0-,0-,0-,0-
209,baltimore-ravens,Justice Hill,RB,"$1,510,000 ","$1,010,000 ","$500,000 ",0-,0-,0-,0-,0-
210,baltimore-ravens,Ben Cleveland,G,"$1,314,691 ","$1,098,230 ","$216,461 ",0-,0-,0-,0-,0-
211,baltimore-ravens,Malik Harrison,ILB,"$1,309,699 ","$1,101,625 ","$208,074 ",0-,0-,0-,0-,0-
212,baltimore-ravens,Brandon Stephens,S,"$1,305,232 ","$1,095,077 ","$210,155 ",0-,0-,0-,0-,0-
213,baltimore-ravens,Travis Jones,DT,"$1,204,991 ","$945,998 ","$258,993 ",0-,0-,0-,0-,0-
214,baltimore-ravens,Nick Moore,LS,"$1,190,000 ","$940,000 ","$250,000 ",0-,0-,0-,0-,0-
215,baltimore-ravens,Melvin Gordon,RB,"$1,165,000 ","$1,165,000 ",0-,0-,0-,0-,0-,0-
216,baltimore-ravens,Geno Stone,S,"$1,160,000 ","$1,010,000 ","$150,000 ",0-,0-,0-,0-,0-
217,baltimore-ravens,Tylan Wallace,WR,"$1,111,341 ","$940,000 ","$171,341 ",0-,0-,0-,0-,0-
218,baltimore-ravens,Del'Shawn Phillips,LB,"$1,110,000 ","$1,010,000 ","$100,000 ",0-,0-,0-,0-,0-
219,baltimore-ravens,Josh Johnson,QB,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
220,baltimore-ravens,Broderick Washington,DT,"$1,083,413 ","$1,010,000 ","$73,413 ",0-,0-,0-,0-,0-
221,baltimore-ravens,Arthur Maulet,CB,"$1,080,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
222,baltimore-ravens,Daniel Faalele,T,"$1,070,085 ","$870,000 ","$200,085 ",0-,0-,0-,0-,0-
